IlmnID,CHR,Relation_to_UCSC_CpG_Island,MAPINFO,Probe_SNPs_10,Probe_SNPs
cg15649045,7,S_Shore,100611501,rs75746692,rs75541896
cg15649111,7,"",129988860,"",""
cg15649801,7,S_Shore,93520269,"",""
cg15649852,7,S_Shore,65879115,"",rs76700367
cg15650170,7,Island,150783791,"",""
cg15650227,7,Island,33945201,rs75295552,""
cg15651692,7,N_Shelf,157291204,"",""
cg15651918,7,Island,99686453,"",""
cg15651925,7,"",156259219,"",""
cg15652178,7,Island,65509578,rs1167389,""
cg15652212,7,N_Shelf,142981776,"",rs7806162
cg15652381,7,Island,57072283,"",""
cg15652683,7,S_Shore,158858862,"",""
cg15652797,7,Island,86974991,"",rs74777564
cg15653194,7,Island,2559473,"",""
cg15653491,7,"",102722230,"",""
cg15654127,7,Island,124569883,"",""
cg15655655,7,"",87843586,"",""
cg15657154,7,"",128103524,"",""
cg15657564,7,"",63867692,"",""
cg15657785,7,"",155613360,"",""
cg15658543,7,"",3026309,"",""
cg15659052,7,"",37438819,"",rs73118718
cg15659210,7,"",44318456,"",""
cg15661251,7,N_Shelf,112427527,"",""
cg15661415,7,N_Shore,54825247,"",""
cg15661715,7,"",151401947,"",""
cg15662616,7,Island,148823355,"",rs10251621
cg15663537,7,"",95141228,"",""
cg15664152,7,"",129008407,"",""
cg15665792,7,"",37393003,"",""
cg15666071,7,"",56160717,"",""
cg15668691,7,Island,119915484,"",""
cg15669879,7,"",9319265,"",""
cg15670005,7,"",134405850,"",""
cg15672044,7,Island,16684349,"",""
cg15673616,7,"",101870851,"",""
cg15676129,7,"",156880711,rs75577862,""
cg15676292,7,"",141069418,"",""
cg15677080,7,"",1734117,"",""
cg15677384,7,S_Shore,96648043,"",""
cg15678296,7,"",170096,rs57008772,rs76707820
cg15678885,7,S_Shelf,1018510,"",""
cg15679892,7,S_Shore,1267057,"",""
cg15683295,7,S_Shore,27245542,"",""
cg15684231,7,S_Shore,157578631,"",""
cg15684577,7,"",157332978,"",""
cg15685424,7,Island,993417,"",""
cg15686105,7,N_Shelf,23623273,"",""
cg15686782,7,"",2143886,"",rs34750266
cg15689689,7,Island,54731936,"",""
cg15689733,7,S_Shore,157444235,"",""
cg15691099,7,"",65866849,"",""
cg15691775,7,Island,130080846,"",""
cg15692007,7,"",85911540,"",""
cg15692229,7,"",55257946,"",""
cg15693363,7,Island,30634239,"",""
cg15693483,7,N_Shelf,1102177,"",""
cg15695585,7,Island,114562711,"",""
cg15696278,7,Island,75988592,rs61152657,rs7809918
cg15696408,7,S_Shore,94287211,"",""
cg15697019,7,"",77357984,"",""
cg15697440,7,Island,80548718,rs4385413,""
cg15697470,7,N_Shore,44645808,"",""
cg15698347,7,N_Shore,77427242,"",""
cg15698691,7,"",18079924,"",""
cg15700587,7,"",147065665,rs73740614,""
cg15700661,7,"",26958919,"",rs17470901
cg15701281,7,S_Shore,1462569,"",""
cg15701579,7,S_Shore,6550361,"",""
cg15701779,7,"",64452540,rs76477054,""
cg15703365,7,Island,5862996,"",""
cg15703585,7,Island,6803522,"",""
cg15703646,7,Island,100209939,"",""
cg15703690,7,"",22766992,"",""
cg15703773,7,Island,156813342,"",""
cg15703970,7,S_Shore,1787310,"",""
cg15704280,7,Island,45808275,"",""
cg15704358,7,"",150210980,"",""
cg15704521,7,N_Shore,2773877,"",""
cg15707163,7,"",104630661,"",""
cg15709214,7,"",134463438,"",rs77814573
cg15723346,7,"",112459177,"",""
cg15727157,7,"",90094649,"",""
cg15727524,7,"",157531216,"",""
cg15729687,7,Island,32801648,"",""
cg15729964,7,S_Shore,157236891,"",""
cg15730180,7,N_Shore,56551112,"",""
cg15730481,7,N_Shore,1126318,"",""
cg15730857,7,N_Shore,116592968,"",""
cg15731053,7,S_Shore,123673910,"",""
cg15731180,7,N_Shore,155169936,"",""
cg15731881,7,N_Shore,158788206,"",""
cg15732079,7,S_Shelf,22898516,"",""
cg15732164,7,"",92237376,rs3814100,rs42031
cg15732218,7,N_Shore,1045025,"",rs34152078
cg15732304,7,N_Shore,155915373,"",""
cg15732768,7,Island,96651537,"",""
cg15733309,7,"",157513707,"",rs72275625
cg15734094,7,S_Shore,57017956,"",rs75831881
cg15735157,7,"",22974608,"",""
cg15735287,7,S_Shore,155090783,"",""
cg15735417,7,Island,1263551,"",""
cg15736062,7,"",158136485,"",""
cg15736220,7,N_Shelf,183875,"",""
cg15738315,7,Island,158497553,"",""
cg15740366,7,Island,128049868,"",""
cg15742060,7,"",45849612,"",""
cg15742123,7,N_Shelf,1072658,"",""
cg15743325,7,"",51242714,"",""
cg15744671,7,"",140956850,"",""
cg15745530,7,"",130582288,rs10260053,""
cg15749858,7,"",20256996,"",""
cg15750986,7,S_Shore,98249103,"",""
cg15751116,7,N_Shore,42267383,"",""
cg15751131,7,"",140090416,"",""
cg15752698,7,N_Shore,35295588,"",""
cg15752885,7,"",158255389,"",""
cg15754040,7,N_Shore,152372897,"",rs2106776
cg15754660,7,"",34699393,"",""
cg15755348,7,"",101768874,"",""
cg15755662,7,Island,2671535,"",""
cg15758240,7,N_Shelf,127876829,"",""
cg15759056,7,Island,87229552,"",rs3214119
cg15760123,7,"",73818414,"",""
cg15760709,7,"",2040232,rs6955417,""
cg15760840,7,Island,27225222,"",""
cg15763172,7,Island,44887864,"",""
cg15763369,7,S_Shelf,129713963,"",""
cg15764975,7,"",1631847,"",""
cg15765502,7,Island,20816521,"",""
cg15765638,7,Island,152600816,"",""
cg15768020,7,N_Shore,20369872,"",""
cg15768613,7,N_Shelf,37484562,rs11772971,""
cg15770446,7,"",101754758,"",""
cg15770585,7,N_Shore,4762742,"",""
cg15770687,7,N_Shelf,76625569,"",""
cg15770754,7,Island,154542235,"",rs79844301
cg15771432,7,Island,157477308,"",""
cg15772470,7,"",19209204,"",""
cg15774495,7,Island,50861549,"",""
cg15775138,7,Island,127744389,"",""
cg15775406,7,N_Shelf,1333612,"",""
cg15776929,7,N_Shelf,2643444,"",""
cg15777014,7,Island,47092839,rs73330706,""
cg15777769,7,"",38423649,"",""
cg15778346,7,N_Shore,75947261,"",""
cg15778457,7,Island,155165295,"",""
cg15779609,7,Island,4855993,"",""
cg15779702,7,N_Shore,72722304,"",""
cg15779843,7,N_Shore,7678631,"",""
cg15781316,7,Island,96339267,"",""
cg15781397,7,Island,23695266,"",""
cg15781561,7,Island,72993112,rs77304498,""
cg15782153,7,Island,917662,"",""
cg15782666,7,"",155921322,"",""
cg15783703,7,"",70209588,"",""
cg15783848,7,Island,2100357,"",""
cg15784006,7,Island,6692445,"",""
cg15787227,7,Island,36022464,"",""
cg15787544,7,"",151489862,"",""
cg15787552,7,Island,21467063,rs6948369,""
cg15788149,7,Island,116312273,"",""
cg15788231,7,"",51287512,rs79885281,""
cg15788265,7,"",112758734,"",""
cg15789334,7,N_Shore,66365385,"",""
cg15789829,7,"",44748841,"",""
cg15790073,7,Island,102715565,"",""
cg15790212,7,"",23388686,rs75711353,""
cg15792395,7,Island,96339078,"",rs1802883
cg15792766,7,Island,43769288,"",""
cg15793688,7,"",158512671,"",""
cg15797110,7,Island,27196314,"",""
cg15797801,7,Island,100473054,"",""
cg15798153,7,"",90338861,"",rs16867927
cg15798279,7,Island,6523691,"",""
cg15798385,7,N_Shore,27281569,"",""
cg15798823,7,S_Shelf,22866267,"",""
cg15798862,7,N_Shore,76129360,"",""
cg15800276,7,"",154958660,rs1730190,rs72505528
cg15800530,7,Island,76027101,"",""
cg15802323,7,Island,127228142,"",""
cg15804231,7,S_Shore,1993597,"",""
cg15805451,7,"",51135775,"",""
cg15807287,7,N_Shelf,1530113,"",""
cg15807655,7,"",98869778,"",""
cg15807846,7,"",100710478,"",""
cg15807855,7,"",157724072,"",""
cg15808082,7,"",45302508,"",""
cg15809694,7,Island,150675516,"",rs35633617
cg15810747,7,Island,54765501,"",""
cg15810859,7,"",127628206,"",rs17151629
cg15812586,7,"",139953117,"",""
cg15815016,7,S_Shore,30518667,"",""
cg15816080,7,Island,65670215,"",""
cg15818120,7,Island,150065690,"",""
cg15818671,7,Island,152622022,"",""
cg15819405,7,"",128079085,"",""
cg15819410,7,"",157341531,"",rs74969978
cg15820138,7,S_Shelf,55326844,"",""
cg15822010,7,Island,206484,"",rs72503872
cg15822656,7,N_Shelf,30321030,rs78754432,""
cg15824611,7,"",64023137,"",""
cg15825510,7,S_Shore,97882260,"",""
cg15825793,7,N_Shore,139043718,"",""
cg15833657,7,N_Shore,139207971,"",""
cg15835396,7,Island,128809228,"",""
cg15835825,7,Island,154862030,"",""
cg15836225,7,N_Shore,904790,"",""
cg15836427,7,"",155640618,"",""
cg15839482,7,Island,23530449,"",""
cg15840110,7,"",4187615,"",""
cg15841511,7,"",66829701,"",rs35715970
cg15841865,7,"",143173551,"",rs13243940
cg15843825,7,S_Shelf,155627253,"",rs77715276
cg15844687,7,"",75614309,rs72557934,""
cg15846744,7,Island,94284898,"",""
cg15847527,7,"",47611885,"",""
cg15847926,7,"",2749597,"",""
cg15848628,7,Island,100210192,"",""
cg15849098,7,"",150211761,"",""
cg15849288,7,"",33083486,"",""
cg15857470,7,S_Shelf,104945248,"",""
cg15857635,7,N_Shore,1482527,"",""
cg15857832,7,"",57711394,rs77417847,rs77512428
cg15858165,7,"",36050963,rs56363551,""
cg15858747,7,"",155562314,rs1882042,""
cg15864317,7,S_Shore,57485543,"",rs10239404
cg15864691,7,N_Shore,27217606,"",""
cg15865069,7,N_Shelf,158195729,"",rs1453099
cg15865178,7,Island,4815340,"",""
cg15869475,7,N_Shore,116502356,"",""
cg15870184,7,Island,99517151,"",""
cg15871214,7,N_Shore,42971514,rs58528334,""
cg15871531,7,S_Shore,23146405,"",""
cg15873112,7,"",105407428,"",""
cg15874611,7,"",100865932,"",rs34213422
cg15874698,7,N_Shelf,850164,"",""
cg15874704,7,"",123713651,"",""
cg15874872,7,"",100770434,"",""
cg15877192,7,"",129477698,"",""
cg15877233,7,"",40611688,"",""
cg15877295,7,Island,138915876,"",""
cg15877425,7,S_Shelf,130357453,"",""
cg15877936,7,S_Shelf,1253999,"",""
cg15879716,7,"",1932272,"",""
cg15879755,7,N_Shore,150755834,"",""
cg15881332,7,N_Shelf,106505786,"",""
cg15881597,7,S_Shelf,73085754,"",""
cg15881944,7,"",104981497,"",""
cg15882394,7,S_Shelf,2731774,"",""
cg15884202,7,Island,158649092,"",""
cg15886919,7,Island,128116668,"",""
cg15887283,7,S_Shore,94955348,"",""
cg15887709,7,Island,1270976,"",""
cg15888366,7,N_Shelf,99032677,"",""
cg15889703,7,"",97937000,"",""
cg15890852,7,"",64362320,"",""
cg15891476,7,"",137807421,"",rs2633359
cg15891645,7,N_Shelf,126984590,"",""
cg15891757,7,"",2244061,"",""
cg15892839,7,Island,143059300,"",""
cg15893146,7,"",1357609,"",""
cg15893346,7,S_Shore,65447565,"",""
cg15893356,7,"",138645516,"",""
cg15893396,7,S_Shore,149158942,"",""
cg15893895,7,"",51104413,"",""
cg15894103,7,"",130664631,"",""
cg15894192,7,Island,66205482,"",""
cg15896306,7,Island,1200143,"",""
cg15896696,7,Island,2059921,"",rs75454332
cg15898267,7,"",157058099,"",""
cg15898604,7,"",92167506,"",""
cg15898840,7,Island,45960834,"",""
cg15899032,7,N_Shelf,98547122,"",""
cg15899053,7,"",113926919,"",""
cg15899297,7,"",734968,"",""
cg15899738,7,"",3033579,"",rs11275074
cg15900320,7,Island,150102724,"",""
cg15900540,7,"",73050757,rs55671034,""
cg15900979,7,"",140103783,rs78738033,""
cg15901261,7,"",7106149,"",rs2979766
cg15901963,7,"",544847,"",""
cg15902297,7,"",55614512,"",""
cg15903624,7,"",98257818,"",""
cg15903915,7,"",31381065,"",""
cg15904623,7,"",128488744,"",""
cg15904834,7,"",11676110,rs61996270,""
cg15905329,7,"",134575811,"",""
cg15905634,7,"",143140053,"",""
cg15908367,7,Island,100075396,"",""
cg15908455,7,N_Shore,128784603,"",""
cg15908791,7,Island,127775817,"",""
cg15908909,7,S_Shore,56894857,"",""
cg15908975,7,"",126698829,"",""
cg15909232,7,"",156235420,"",""
cg15910880,7,Island,73038956,"",rs72649059
cg15910895,7,"",105264493,"",""
cg15912800,7,Island,27209197,"",""
cg15914316,7,"",2083197,"",""
cg15914863,7,N_Shore,1022675,"",""
cg15915766,7,N_Shore,128429692,"",""
cg15916646,7,Island,27225127,"",rs17501125
cg15917344,7,Island,89975873,"",""
cg15919396,7,Island,108097187,"",""
cg15919689,7,"",158076173,"",""
cg15919924,7,Island,129780475,"",""
cg15920472,7,"",23827492,"",""
cg15920750,7,S_Shelf,162457,"",rs78784790
cg15921461,7,"",158373792,"",rs76284504
cg15921824,7,Island,569826,"",""
cg15922246,7,Island,150778803,"",""
cg15923342,7,Island,130353794,"",""
cg15926302,7,S_Shelf,50865108,rs55737098,""
cg15927196,7,Island,95025905,"",""
cg15927257,7,Island,128865654,"",""
cg15928106,7,"",130646078,"",""
cg15928188,7,"",155276437,"",""
cg15928538,7,Island,140773578,"",""
cg15929363,7,Island,1351712,"",""
cg15929698,7,Island,24323792,"",""
cg15932122,7,Island,22539741,"",""
cg15933823,7,S_Shore,149571373,rs76914200,""
cg15934004,7,"",3919928,"",""
cg15934804,7,S_Shore,2672400,"",""
cg15935227,7,N_Shelf,157934685,rs56167747,rs56101516
cg15935721,7,"",151157140,"",""
cg15942185,7,"",129912487,"",""
cg15942368,7,"",139118969,"",""
cg15943851,7,S_Shore,25902573,"",""
cg15944538,7,N_Shelf,2113832,"",""
cg15944673,7,N_Shore,150776703,"",""
cg15945129,7,"",120629051,"",""
cg15945262,7,S_Shore,1881887,"",""
cg15946262,7,"",95858349,"",""
cg15947007,7,"",64023509,"",""
cg15947096,7,S_Shore,37488835,"",""
cg15947283,7,"",38398836,"",""
cg15948245,7,"",104581746,"",""
cg15948785,7,"",158030626,rs62479639,""
cg15949805,7,N_Shore,63505714,"",""
cg15950251,7,"",139658345,"",""
cg15950665,7,Island,35077767,"",""
cg15950936,7,"",6914289,"",""
cg15951061,7,"",21946025,"",""
cg15951691,7,Island,150065937,"",""
cg15951914,7,"",104863626,rs59838199,""
cg15952235,7,"",75573192,"",""
cg15952483,7,S_Shelf,75511298,"",""
cg15952586,7,"",18459971,"",rs10281407
cg15952933,7,N_Shelf,1899886,"",""
cg15954041,7,Island,97362308,"",rs2072099
cg15955731,7,S_Shore,133812369,"",""
cg15956565,7,"",46495783,"",""
cg15957615,7,Island,43909224,"",""
cg15964872,7,Island,148762743,"",""
cg15970595,7,"",45299616,"",""
cg15971953,7,Island,1447698,"",rs60899695
cg15972370,7,"",144422234,rs73162750,rs73162751
cg15972516,7,"",98545950,"",""
cg15972572,7,"",157467883,rs75402718,rs60504259
cg15972949,7,N_Shore,44240380,"",rs1004558
cg15975151,7,"",37026993,"",""
cg15975598,7,"",137665118,"",""
cg15975980,7,"",151101020,"",""
cg15976779,7,N_Shelf,1529888,"",""
cg15977719,7,Island,25021503,"",rs2711004
cg15977893,7,"",151475761,"",""
cg15978191,7,"",5706684,"",""
cg15978778,7,"",47694443,"",""
cg15982261,7,"",30492035,"",""
cg15982700,7,N_Shore,27154911,"",""
cg15983026,7,N_Shore,155325552,"",""
cg15983182,7,"",73474232,"",""
cg15985338,7,Island,6048868,"",""
cg15986671,7,"",155384881,"",""
cg15987732,7,Island,155174254,"",""
cg15988350,7,Island,32110650,"",""
cg15990223,7,"",36973547,"",""
cg15990679,7,"",34946145,"",rs77593480
cg15990828,7,Island,129845406,"",""
cg15991262,7,Island,23720454,"",""
cg15992648,7,"",155640784,"",""
cg15992868,7,"",128416520,rs74512884,""
cg15993027,7,Island,43484421,"",""
cg15994731,7,Island,1460944,"",rs7783042
cg15996284,7,"",156296906,"",""
cg15997393,7,"",1961869,"",rs73050128
cg15997773,7,Island,43798081,"",""
cg15999067,7,S_Shore,77670191,"",""
cg15999833,7,"",43332308,"",""
cg16000637,7,Island,1274142,"",""
cg16000682,7,"",5833383,"",""
cg16000702,7,S_Shore,74308889,"",""
cg16001135,7,Island,943831,"",""
cg16005494,7,Island,70597713,"",""
cg16005847,7,Island,128001435,"",rs1668380
cg16006415,7,N_Shore,157586294,"",""
cg16007573,7,Island,152373310,"",""
cg16008457,7,Island,6865886,"",rs2711238
cg16008979,7,"",101427765,"",""
cg16012294,7,N_Shelf,2151681,"",""
cg16012478,7,Island,98609764,"",""
cg16013919,7,N_Shore,157658872,"",""
cg16014136,7,Island,89975892,"",""
cg16014773,7,Island,5462771,"",""
cg16016583,7,Island,158248795,"",rs1733167
cg16024950,7,Island,100254149,"",""
cg16026522,7,"",2137679,"",rs74410185
cg16027132,7,S_Shelf,105521116,"",""
cg16027289,7,"",25072319,"",rs2391084
cg16028599,7,Island,5400758,"",""
cg16029260,7,"",137027135,"",""
cg16029838,7,Island,44530503,"",""
cg16030538,7,Island,44240728,"",""
cg16030999,7,"",66071977,"",""
cg16033274,7,"",81391327,"",""
cg16033780,7,S_Shelf,139211836,"",""
cg16034458,7,Island,44646072,"",""
cg16035024,7,"",132583353,"",""
cg16035382,7,Island,6523282,rs61732206,rs12113832
cg16035633,7,"",150700728,"",""
cg16035714,7,Island,5267749,"",""
cg16035735,7,"",149517519,"",""
cg16037806,7,Island,91570105,"",""
cg16037896,7,S_Shelf,155287072,"",""
cg16038003,7,N_Shore,27226148,"",""
cg16038590,7,"",6887532,"",""
cg16039142,7,"",38361199,"",""
cg16039374,7,"",56875846,"",rs76657925
cg16040953,7,Island,1609817,"",rs10253208
cg16044810,7,S_Shore,151137746,"",""
cg16045823,7,"",73295154,rs71556751,""
cg16045911,7,"",34977775,"",""
cg16047049,7,"",2615622,"",""
cg16047292,7,"",99441585,"",""
cg16053716,7,Island,193438,"",rs13230032
cg16055334,7,Island,1014699,"",""
cg16056465,7,Island,111202450,"",""
cg16056849,7,Island,35225695,"",""
cg16057587,7,"",136698566,rs77106740,""
cg16058485,7,S_Shelf,73756299,"",""
cg16058498,7,"",50801346,rs61148379,""
cg16059311,7,"",154982542,"",""
cg16061012,7,Island,12726157,"",""
cg16061381,7,Island,112430531,rs75505799,rs13307410
cg16061761,7,"",89127,"",rs73262656
cg16062856,7,N_Shore,2029077,"",""
cg16063666,7,Island,86974833,"",""
cg16063925,7,N_Shelf,5120418,"",""
cg16063989,7,N_Shore,139929855,"",""
cg16064586,7,N_Shore,72741781,"",""
cg16065922,7,"",71912239,"",""
cg16066195,7,Island,73703691,"",""
cg16068431,7,S_Shore,157414294,rs34179692,rs12538975
cg16068669,7,Island,143599340,"",""
cg16068808,7,"",158551361,"",""
cg16069065,7,"",129412730,rs6467265,""
cg16069756,7,N_Shore,5359162,"",""
cg16072754,7,N_Shore,150723904,"",""
cg16073236,7,"",107789943,"",""
cg16073349,7,S_Shore,44365536,"",""
cg16073408,7,"",44128218,"",""
cg16075384,7,S_Shore,66386859,"",rs2293351
cg16078938,7,Island,6769406,"",""
cg16079645,7,Island,1039875,"",""
cg16080015,7,Island,5085479,"",""
cg16080125,7,Island,2774654,"",""
cg16080333,7,Island,31288,"",""
cg16080450,7,Island,100034191,"",""
cg16080958,7,"",104776501,"",rs34271949
cg16083202,7,"",127490737,"",""
cg16084014,7,"",114585003,"",rs59273804
cg16084363,7,"",38331753,"",""
cg16086269,7,N_Shore,1991495,"",""
cg16086469,7,"",24860015,"",rs77863229
cg16087541,7,"",115862648,rs62475206,""
cg16089031,7,Island,1523975,"",rs73040922
cg16089233,7,N_Shelf,129461722,"",""
cg16098921,7,"",150026554,"",""
cg16099496,7,N_Shore,139476910,"",""
cg16101213,7,"",127861992,"",""
cg16101574,7,"",7291514,rs34881328,""
cg16102536,7,"",156981717,"",""
cg16103996,7,"",34214897,"",""
cg16104915,7,Island,27205217,"",""
cg16105415,7,N_Shore,158962557,"",""
cg16105558,7,Island,119912874,"",""
cg16106080,7,"",140126017,"",""
cg16107103,7,"",36276700,"",""
cg16107105,7,N_Shore,150646704,"",rs55684712
cg16107322,7,"",141211627,"",""
cg16107907,7,Island,102921442,"",""
cg16108887,7,"",25608305,"",""
cg16109415,7,"",112120785,"",""
cg16110788,7,"",22602133,"",""
cg16111259,7,"",78982418,"",""
cg16111488,7,S_Shelf,141404769,"",""
cg16111924,7,Island,138348981,"",""
cg16112248,7,"",54164018,"",""
cg16113021,7,"",34191722,"",""
cg16114007,7,"",39500223,"",rs4992268
cg16114096,7,Island,105517447,"",""
cg16114651,7,Island,73867797,"",""
cg16115440,7,"",149577256,"",""
cg16115627,7,Island,154684433,"",rs3807298
cg16116239,7,"",65825620,"",""
cg16120742,7,S_Shore,50345049,"",rs75766825
cg16121641,7,"",37705587,"",""
cg16122819,7,S_Shelf,782691,"",""
cg16123202,7,Island,1287145,"",""
cg16127845,7,N_Shore,1126423,"",""
cg16130019,7,"",28060181,"",""
cg16130600,7,Island,120590585,"",""
cg16131866,7,N_Shelf,79231,"",rs11763364
cg16131903,7,Island,100732109,"",""
cg16132337,7,Island,63498261,rs4717967,""
cg16132520,7,Island,134143906,"",""
cg16132546,7,"",30560856,"",""
cg16133845,7,Island,156686123,"",""
cg16134139,7,"",20042353,"",""
cg16135995,7,Island,73668739,"",rs55713041
cg16139491,7,"",141463169,rs75251246,""
cg16141056,7,Island,129143037,"",""
cg16145915,7,N_Shore,1198662,"",""
cg16147544,7,N_Shelf,5935002,"",""
cg16147880,7,"",63741486,"",""
cg16149007,7,N_Shore,129780421,"",""
cg16149129,7,Island,30324641,"",rs3173743
cg16149138,7,"",46642938,"",""
cg16150661,7,"",127709041,"",""
cg16155175,7,S_Shore,128550946,"",""
cg16166368,7,N_Shore,128864205,"",""
cg16167422,7,S_Shore,1448570,"",""
cg16168014,7,"",42928245,"",""
cg16168668,7,S_Shore,19158566,"",""
cg16171182,7,"",114270708,rs76806335,""
cg16172408,7,Island,88388622,"",""
cg16172864,7,"",1716623,"",""
cg16172923,7,N_Shore,1883390,"",rs60078905
cg16174274,7,"",148679906,"",rs79978129
cg16175146,7,S_Shelf,75783554,"",""
cg16175862,7,Island,6676630,"",""
cg16176069,7,Island,1062784,rs59633269,""
cg16177250,7,"",102087731,"",""
cg16177440,7,S_Shore,100275304,rs75555120,""
cg16178271,7,N_Shore,1948755,"",""
cg16180796,7,Island,23245900,"",""
cg16182302,7,"",55553545,"",""
cg16182351,7,N_Shore,1023066,"",""
cg16182691,7,N_Shore,79762956,"",""
cg16182713,7,N_Shelf,100728343,"",rs79195869
cg16184737,7,"",2679971,"",""
cg16185125,7,Island,41745376,"",rs76602537
cg16185831,7,Island,16460965,"",""
cg16189569,7,S_Shore,92220885,rs62466064,""
cg16189722,7,Island,73668877,"",""
cg16189976,7,"",121128867,"",""
cg16190209,7,"",107674461,"",""
cg16190225,7,"",1163456,"",""
cg16190265,7,"",650249,"",rs71518321
cg16190388,7,"",107601683,"",""
cg16192029,7,"",117864674,"",rs41281099
cg16193245,7,"",158325503,rs4909237,""
cg16194292,7,"",101481779,"",""
cg16194437,7,"",94185174,"",""
cg16195430,7,Island,99141009,"",""
cg16196175,7,N_Shore,27289120,"",""
cg16196384,7,Island,102937993,"",""
cg16196745,7,N_Shelf,105158109,"",""
cg16197925,7,Island,121944282,"",""
cg16198130,7,"",84161420,"",rs73712921
cg16198851,7,Island,43798544,"",""
cg16204552,7,S_Shore,23530810,"",""
cg16204818,7,Island,12151356,"",""
cg16205214,7,Island,128117100,"",""
cg16205979,7,S_Shelf,156746457,"",""
cg16206324,7,N_Shore,2018473,"",""
cg16207528,7,Island,48964051,"",""
cg16211174,7,N_Shelf,27249651,"",rs28357163
cg16212453,7,"",73264533,"",""
cg16215071,7,S_Shore,158857749,"",""
cg16215387,7,N_Shore,1407471,"",""
cg16216212,7,"",46664274,"",""
cg16216674,7,Island,140179446,"",""
cg16216907,7,N_Shore,42267430,"",""
cg16218204,7,N_Shore,150755571,"",""
cg16218254,7,S_Shore,111202755,"",""
cg16218477,7,N_Shore,1066167,"",""
